Gene_ID,Gene_symbol,Gene_name,Gene_aliases,Chromosome,HomoloGene ID
10062,NR1H3,"nuclear receptor subfamily 1, group H, member 3","LXRA, LXR-a, RLD-1",11,21165
10412,NSA2,NSA2 ribosome biogenesis homolog (S. cerevisiae),"HCLG1, TINP1, CDK105, HCL-G1, HUSSY29, HUSSY-29",5,5844
3175,ONECUT1,one cut homeobox 1,"HNF6,  HNF-6,  HNF6A",15,3309
5008,OSM,oncostatin M,,22,10741
55486,PARL,"presenilin associated, rhomboid-like","PSARL, PSARL1, RHBDS1, PRO2207, PSENIP2",3,10239
5073,PARN,"poly(A)-specific ribonuclease
                                 ","DAN, DKCB6, PFBMFT4",16,"31098
"
142,PARP1,poly (ADP-ribose) polymerase 1,"PARP, PPOL, ADPRT, ARTD1, ADPRT1, PARP-1, ADPRT, 1",1,1222
5091,PC,pyruvate carboxylase,PCB,11,
8654,PDE5A,"phosphodiesterase 5A, cGMP-specific","CN5A, PDE5, CGB-PDE",4,842
5154,PDGFA,platelet-derived growth factor alpha polypeptide,"PDGF1, PDGF-A",7,32055
5155,PDGFB,platelet-derived growth factor beta polypeptide,"SIS, SSV, IBGC5, PDGF2, c-sis, PDGF-2",22,74303
5159,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide","IMF1,  IBGC4,  JTK12,  PDGFR,  CD140B,  PDGFR1,  P",5,1960
5163,PDK1,pyruvate dehydrogenase kinase 1,,2,134437
5170,PDPK1,3-phosphoinositide dependent protein kinase 1,"PDK1, PDPK2, PDPK2P, PRO0461",16,37643
5037,PEBP1,phosphatidylethanolamine binding protein 1,"PBP, HCNP, PEBP, RKIP, HCNPpp, PEBP-1, HEL-210, HE",12,37637
5208,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",PFK-2/FBPase-2,1,88554
9463,PICK1,protein interacting with PRKCA 1,"PICK, PRKCABP",22,7470
5290,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","MCM, CWS5, MCAP, PI3K, CLOVE, MCMTC, p110-alpha",3,21249
5304,PIP,prolactin induced protein,"GPIP4, GCDFP15, GCDFP-15",7,1990
130271,PLEKHH2,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2",PLEKHH1L,2,35317
127435,PODN,podocan,"PCAN, SLRR5A",1,17803
5444,PON1,paraoxose 1,"ESA,  PON,  MVCD5",7,68058
5445,PON2,paraoxose 2,,7,385
10631,POSTN,"periostin, osteoblast specific factor","PN, OSF2, OSF-2, PDLPOSTN",13,4730
5465,PPARA,peroxisome proliferator activated receptor alpha,"PPAR, NR1C1, hPPAR, PPARalpha",22,21047
5468,PPARG,peroxisome proliferator-activated receptor gamma,"GLM1,  CIMT1,  NR1C3,  PPARG1,  PPARG2,  PPARgamma",3,7899
10891,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha","LEM6,  PGC1,  PGC1A,  PGC-1v,  PPARGC1,  PGC-1(alp",4,7485
5478,PPIA,"CYPA,CYPH,HEL-S-69p",peptidylprolyl isomerase A,7,134504
5547,PRCP,prolylcarboxypeptidase,"PCP, HUMPCP",11,55867
5562,PRKAA1,"protein kinase, AMP-activated, alpha 1 catalytic subunit","AMPK, AMPKa1",5,49590
5563,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,"AMPK, AMPK2, PRKAA, AMPKa2",1,4551
5579,PRKCB,protein kinase C beta,"PKCB, PRKCB1, PRKCB2, PKC-beta",16,56424
5581,PRKCE,"protein kinase C, epsilon","PKCE, nPKC-epsilon",2,48343
5624,PROC,protein C (inactivator of coagulation factors Va and VIIIa),"PC, APC, PROC1, THPH3, THPH4",2,37288
5687,PSMA6,"proteasome (prosome, macropain) subunit, alpha type, 6","IOTA,  p27K,  PROS27",14,2085
5715,PSMD9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9","p27,Rpn4",12,2106
5728,PTEN,phosphatase and tensin homolog,"BZS,  DEC,  CWS1,  GLM2,  MHAM,  TEP1,  MMAC1,  PT",10,265
5730,PTGDS,prostaglandin D2 synthase 21kDa (brain),"PDS, PGD2, PGDS, LPGDS, PGDS2, L-PGDS",9,737
5731,PTGER1,"prostaglandin E receptor 1 (subtype EP1), 42kDa",EP1,19,738
5734,PTGER4,prostaglandin E receptor 4 (subtype EP4),"EP4, EP4R",5,20261
9536,PTGES,prostaglandin E synthase,"PGES, MPGES, PIG12, PP102, PP1294, MGST-IV, MGST1L",9,3587
5743,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),"COX2, COX-2, PHS-2, PGG/HS, PGHS-2, hCox-2, GRIPGH",1,31000
5741,PTH,parathyroid hormone,PTH1,11,266
5745,PTH1R,parathyroid hormone 1 receptor,"PFE, PTHR, PTHR1",3,267
5770,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",PTP1B,20,2119
5806,PTX3,"pentraxin 3, long","TSG-14, TNFAIP5",3,7500
5820,PVT1,Pvt1 oncogene (non-protein coding),"LINC00079,  NCR00079",8,
5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase","NS5, CRAF, Raf-1, c-Raf, CMD1NN",3,48145
5950,RBP4,"retinol binding protein 4, plasma","RDCCAS, MCOPCB10",10,4908
1827,RCAN1,regulator of calcineurin 1,"CSP1, DSC1, RCN1, DSCR1, MCIP1, ADAPT78",21,3251
5967,REG1A,regenerating islet-derived 1 alpha,"P19, PSP, PTP, REG, ICRF, PSPS, PSPS1",2,68282
5970,RELA,v-rel avian reticuloendotheliosis viral oncogene homolog A,"p65, NFKB3",11,32064
56729,RETN,resistin,NA,19,10703
9104,RGN,regucalcin,"RC, GNL, SMP30, HEL-S-41",X,3437
29984,RHOD,ras homolog family member D,"Rho, ARHD, RHOM, RHOHP1",11,22409
6093,ROCK1,"Rho-associated, coiled-coil containing protein kinase 1","ROCK-I, P160ROCK",18,55899
6206,RPS12,ribosomal protein S12,S12,6,110750
6194,RPS6,ribosomal protein S6,S6,9,85949
6239,RREB1,ras responsive element binding protein 1,"HNT, FINB, LZ321, Zep-1, RREB-1",6,2218
6252,RTN1,reticulon 1,NSP,14,49654
6287,SAA@,serum amyloid A1 cluster,"SAA, SAA4",11,
6288,SAA1,serum amyloid A1,"SAA, PIG4, SAA2, TP53I4",11,128033
642658,SCX,scleraxis bHLH transcription factor,"SCXA, SCXB, bHLHa48",8,85195
6401,SELE,selectin E,"ELAM,  ESEL,  CD62E,  ELAM1,  LECAM2",1,389
10371,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","HH16, SemD, COLL1, SEMA1, SEMAD, SEMAL, coll-1, Hs",7,31358
8710,SERPINB7,"serpin peptidase inhibitor, clade B (ovalbumin), member 7","PPKN, TP55, MEGSIN",18,68363
5054,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","PAI,  PAI1,  PAI-1,  PLANH1",7,68070
5176,SERPINF1,serpin family F member 1,"OI6, OI12, PEDF, EPC-1, PIG35",17,1965
5345,SERPINF2,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2","AAP, API, PLI, A2AP, ALPHA-2-PI",17,719
80854,SETD7,SET domain containing (lysine methyltransferase) 7,"KMT7, SET7, SET9, SET7/9",4,12741
9814,SFI1,"Sfi1 homolog, spindle assembly associated (yeast)","PISD, hSfi1p, PPP1R139",22,12707
6446,SGK1,serum/glucocorticoid regulated kinase 1,SGK,6,48364
10110,SGK2,serum/glucocorticoid regulated kinase 2,"H-SGK2, dJ138B7.2",20,8446
23678,SGK3,"serum/glucocorticoid regulated kinase family, member 3","CISK, SGK2, SGKL",8,56582
6614,SIGLEC1,"sialic acid binding Ig-like lectin 1, sialoadhesin","SN, CD169, SIGLEC-1, dJ1009E24.1",20,124458
23411,SIRT1,sirtuin 1,"SIR2, SIR2L1, SIR2alpha",10,56556
51548,SIRT6,sirtuin 6,SIR2L6,19,6924
6559,SLC12A3,"solute carrier family 12 (sodium/chloride transporter), member 3","NCC, TSC, NCCT",16,287
9356,SLC22A6,"solute carrier family 22 (organic anion transporter), member 6","OAT1, PAHT, HOAT1, ROAT1",11,16813
6513,SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1","CSE, PED, DYT9, GLUT, DYT17, DYT18, EIG12, GLUT1, ",1,68520
6514,SLC2A2,solute carrier family 2 member 2,GLUT2,3,68047
6517,SLC2A4,solute carrier family 2 member 4,GLUT4,17,74381
169026,SLC30A8,"solute carrier family 30 (zinc transporter), member 8","ZNT8,  ZnT-8",8,13795
6548,SLC9A1,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1","APNH, NHE1, LIKNS, NHE-1, PPP1R143",1,20660
4086,SMAD1,SMAD family member 1,"BSP1,  JV41,  BSP-1,  JV4-1,  MADH1,  MADR1",4,21196
4092,SMAD7,SMAD family member 7,"CRCS3, MADH7, MADH8",18,4314
8651,SOCS1,suppressor of cytokine signaling 1,"JAB, CIS1, SSI1, TIP3, CISH1, SSI-1, SOCS-1",16,2776
8835,SOCS2,suppressor of cytokine signaling 2,"CIS2, SSI2, Cish2, SSI-2, SOCS-2, STATI2",12,2880
9021,SOCS3,suppressor of cytokine signaling 3,"CIS3,  SSI3,  ATOD4,  Cish3,  SSI-3,  SOCS-3",17,2941
6647,SOD1,"superoxide dismutase 1, soluble","ALS, SOD, ALS1, IPOA, hSod1, HEL-S-44, homodimer",21,392
8470,SORBS2,sorbin and SH3 domain containing 2,"ARGBP2, PRO0618",4,83295
50964,SOST,sclerostin,"CDD,  VBCH,  SOST1",17,11542
6662,SOX9,SRY (sex determining region Y)-box 9,"CMD1, SRA1, CMPD1",17,294
6678,SPARC,"secreted protein, acidic, cysteine-rich (osteonectin)","ON, BM-40",5,31132
10417,SPON2,"spondin 2, extracellular matrix protein","DIL1, DIL-1, MINDIN, M-SPONDIN",4,40843
6696,SPP1,secreted phosphoprotein 1,"OPN,  BNSP,  BSPI,  ETA-1",4,20156
6714,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase","ASV, SRC1, c-SRC, p60-Src",20,21120
6720,SREBF1,sterol regulatory element binding transcription factor 1,"SREBP1, bHLHd1, SREBP-1c",17,3079
6750,SST,somatostatin,SMST,3,819
6772,STAT1,"signal transducer and activator of transcription 1, 91kDa","CANDF7, IMD31A, IMD31B, IMD31C, ISGF-3, STAT91",2,21428
6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),"APRF,  HIES,  ADMIO",17,7960
6776,STAT5A,signal transducer and activator of transcription 5A,"MGF, STAT5",17,20680
246744,STH,saitohin,MAPTIT,17,88448
6794,STK11,serine/threonine kinase 11,"PJS, LKB1, hLKB1",19,393
56670,SUCNR1,succinate receptor 1,GPR91,3,41865
387082,SUMO4,small ubiquitin-like modifier 4,"IDDM5, SMT3H4, SUMO-4, dJ281H8.4",6,88399
6934,TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)","TCF4,  TCF-4",10,7564
7018,TF,transferrin,"TFQTL1,  PRO1557,  PRO2086",3,68153
7040,TGFB1,"transforming growth factor, beta 1","CED,  LAP,  DPD1,  TGFB,  TGFbeta",19,540
7046,TGFBR1,transforming growth factor beta receptor I,"AAT5, ALK5, ESS1, LDS1, MSSE, SKR4, ALK-5, LDS1A, ",9,3177
7056,THBD,thrombomodulin,"TM, THRM, AHUS6, BDCA3, CD141, THPH12",20,308
7057,THBS1,thrombospondin 1,"TSP, THBS, TSP1, TSP-1, THBS-1",15,31142
7058,THBS2,thrombospondin 2,TSP2,6,2438
10469,TIMM44,translocase of inner mitochondrial membrane 44 homolog (yeast),TIM44,19,4631
7076,TIMP1,TIMP metallopeptidase inhibitor 1,"EPA, EPO, HCI, CLGI, TIMP",X,36321
7077,TIMP2,TIMP metallopeptidase inhibitor 2,"DDC8, CSC-21K",17,2444
7078,TIMP3,TIMP metallopeptidase inhibitor 3,"SFD,  K222,  K222TA2,  HSMRK222",22,36322
7086,TKT,transketolase,"TK, TKT1, HEL107",3,68154
7097,TLR2,toll-like receptor 2,"TIL4,  CD282",4,20695
7099,TLR4,toll-like receptor 4,"TOLL,  CD284,  TLR-4,  ARMD10",9,41317
7124,TNF,tumor necrosis factor,"DIF,  TNFA,  TNFSF2,  TNLG1F,  TNF-alpha",6,496
25816,TNFAIP8,"tumor necrosis factor, alpha-induced protein 8","NDED, GG2-1, SCCS2, SCC-S2, MDC-3.13",5,8649
4982,TNFRSF11B,tumor necrosis factor receptor superfamily member 11b,"OPG, TR1, OCIF, PDB5",8,1912
7132,TNFRSF1A,TNF receptor superfamily member 1A,"FPF, p55, p60, TBP1, TNF-R, TNFAR, TNFR1, p55-R, C",12,828
57761,TRIB3,tribbles pseudokinase 3,"NIPK, SINK, TRB3, SKIP3, C20orf97",20,10902
7220,TRPC1,"transient receptor potential cation channel, subfamily C, member 1","TRP1, HTRP-1",3,2478
7225,TRPC6,transient receptor potential cation channel subfamily C member 6,"TRP6, FSGS2",11,37944
59341,TRPV4,"transient receptor potential cation channel, subfamily V, member 4","SMAL,  VRL2,  BCYM3,  CMT2C,  SPSMA,  TRP12,  VROA",12,11003
7248,TSC1,tuberous sclerosis 1,"LAM, TSC",9,314
7249,TSC2,tuberous sclerosis 2,"LAM, TSC4, PPP1R160",16,462
8848,TSC22D1,TSC22 domain family member 1,"Ptg-2, TSC22, TGFB1I4",13,7573
10628,TXNIP,thioredoxin interacting protein,"THIF, VDUP1, HHCPA78, EST01027",1,38186
7351,UCP2,uncoupling protein 2 (mitochondrial  proton carrier),"UCPH, BMIQ4, SLC25A8",11,2516
29128,UHRF1,ubiquitin-like with PHD and ring finger domains 1,"Np95, hNP95, ICBP90, RNF106, hUHRF1, huNp95",19,7866
7369,UMOD,uromodulin,"THP, FJHN, HNFJ, THGP, HNFJ1, MCKD2, ADMCKD2",16,2522
10497,UNC13B,unc-13 homolog B (C. elegans),"UNC13, MUNC13, Unc13h2",9,31376
219699,UNC5B,unc-5 netrin receptor B,"UNC5H2, p53RDL1",10,32538
7392,USF2,"upstream transcription factor 2, c-fos interacting","FIP, bHLHb12",19,2527
7402,UTRN,utrophin,"DRP, DMDL, DRP1",6,21398
10893,UTS2R,urotensin 2 receptor,"UTR, UTR2, GPR14, UR-2-R",17,10345
7416,VDAC1,voltage dependent anion channel 1,"PORIN, VDAC-1",5,107244
7417,VDAC2,voltage dependent anion channel 2,POR,10,37765
7421,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor","NR1I1,  PPP1R163",12,37297
7422,VEGFA,vascular endothelial growth factor A,"VPF,  VEGF,  MVCD1",6,2534
7450,VWF,von Willebrand factor,"VWD, F8VWF",12,466
7466,WFS1,Wolfram syndrome 1 (wolframin),"WFS, WFRS, WFSL, CTRCT41",4,4380
7490,WT1,Wilms tumor 1,"GUD, AWT1, WAGR, WT33, NPHS4, WIT-2, EWS-WT1",11,11536
7494,XBP1,X-box binding protein 1,"XBP2, TREB5, XBP-1, TREB-5",22,3722
7515,XRCC1,X-ray repair cross complementing 1,"RCC, SCAR26",19,31368
7517,XRCC3, X-ray repair cross complementing 3, CMM6,14,"36178
"
9839,ZEB2,zinc finger E-box binding homeobox 2,"SIP1, SIP-1, ZFHX1B, HSPC082, SMADIP1",2,8868
7776,ZNF236,zinc finger protein 236,"ZNF236A, ZNF236B",18,7198
80216,ALPK1,alpha kinase 1,"LAK, 8430410J10Rik",4,11849
6648,SOD2,"superoxide dismutase 2, mitochondrial","IPOB, MNSOD, MVCD6",6,530
