Complications,Gene,Theme 1,Theme 2,Theme 3,Theme 4,Observation1,Observation2,Observation3,Observation4,PMID1,PMID2,PMID3,PMID4
Cardiovascular,NPY2R,Obesity,,,,"1. Common variants rs12649641, rs2342676 and rs6857530 in the 5' region of NPY2R are associated with obesity in Danish white subjects.",,,,17019604,,,
Cardiovascular,NPY5R,Obesity,,,,"1.  Considering the importance of this gene in regulation of body weight, the association of these polymorphisms with extremes of BMI in Pima Indians indicates that NPY5R, or a locus nearby, may contribute to susceptibility to obesity in this population.",,,,10849579,,,
Cardiovascular,NQO1,Obesity,Stress,,,"1. Pharmacological activation of NADH oxidation by NQO1 resolves obesity and related phenotypes in mice, opening the possibility that it may provide the basis for a new therapy for the treatment of metabolic syndrome.","1. NQO1 is involved in protection against oxidative stress, which is likely to be involved in beta-cell  destruction.",,,19136651,10447260,,
Cardiovascular,NR3C2,Obesity,Diet,,,"1. Much attention has been recently focused on the effects of MR on metabolic health, especially lipid metabolism, since the increasing incidence of obesity, insulin resistance and type 2 diabetes causes a worldwide health problem.","1. In addition, the possible mechanisms that might be engaged in the regulation of MR diet on lipid metabolism are also discussed.",,,27156065,27156065,,
Cardiovascular,NUCB2,Inflammation,Diet,,,"1. In addition, there is release of inflammatory adipokines and an excessive amount of  NEFA promoting ectopic fat deposition and lipotoxicity in muscle, liver and pancreas.",1. Elevated nocturnal NEFA are an important signal for hyperinsulinaemic compensation during diet-induced insulin resistance.  PMCID: PMC4591216 [Available on 2016-11-01],,,26650242,26254577,,
Cardiovascular,OXT,Obesity,,,,"1. This review assesses the potential use of OT as a therapeutic strategy for treatment of obesity in rodents, nonhuman primates, and humans, and identifies potential mechanisms that mediate this effect.  Published by Elsevier Inc.",,,,26013577,,,
Cardiovascular,PCSK9,Obesity,Inflammation,,,"1. However, clinical, genetic, and experimental evidence indicates  that PCSK9 may be either a cause or an effect in the context of metabolic syndrome (MetS), a condition comprising a cluster of risk factors including insulin resistance, obesity, hypertension, and atherogenic dyslipidemia.","1. Thus, in the present review, we will discuss the current knowledge on the role of PCSK9 in the context of MetS, alteration of lipids, glucose homeostasis, and Inflammation.",,,27038318,27038318,,
Cardiovascular,PLIN2,Obesity,,,,"1. ?The amount of skeletal muscle perilipin 2 protein per intramyocellular lipid is reduced in subjects with morbid obesity, resulting in qualitative alterations in perilipin 2 coat around some lipid droplets. Gastric bypass surgery-induced weight loss and insulin resistance remission were associated with decreases in intramyocellular lipid stores and, qualitative improvements in lipid droplets' morphology, perilipin 2 coat and mitochondrial dynamics.",,,,29791782,,,
Cardiovascular,PNPLA3,Obesity,,,,1.  Higher ADPN and lower WHRs (higher peripheral adiposity) are associated with better metabolic health in both nonobese and obese white individuals.,,,,26401592,,,
Cardiovascular,POMC,Obesity,,,,"1. Altered regulation  of these neuronal networks, in particular the dysfunction of POMC neurons upon high-fat consumption, is a major pathogenic mechanism involved in the development of obesity and type 2 diabetes mellitus.",,,,26930171,,,
Cardiovascular,PON1,Diet,Inflammation,Obesity,Stress,"1.  HF/HS diet also triggered RAGE upregulation in the abdominal muscles while GA administration downregulated RAGE expression in the abdominal muscles, aorta and subcutaneous adipose tissues.",1. These results further link PON1 to diabetes and Inflammation and may inform the role of HDL in human disease.,"1. Our data suggest that PON1 Q192R polymorphism was not independently associated with MI but further increased the risk of MI among the subjects with DM, obesity, or both, the conditions associated with high oxidative stress.","1. Due to its ability to reduce oxidative stress, PON1 contributes to atheroprotective functions of HDL in mice and humans.",25369772,23160181,15654230,22643843
Cardiovascular,PPARA,Obesity,,,,"1. Our results support an important association between rs1800206 minor allele of PPAR-gamma and DR, and the interaction analysis also shown a combined effect of Leu162 allele-abdominal obesity interaction on DR.",,,,26671228,,,
Cardiovascular,PPARGC1A,Diet,Obesity,,,"1.  We show that lesions from diabetic pigs fed a cholesterol-rich diet contain abundant insulin-like growth factor-I (IGF-I), in contrast to lesions from non-diabetic pigs.","1. In overweight, nondiabetic Chinese adults, G482S polymorphism in the  PPARGC1A gene is associated with hyperinsulinemia, HOMA-IR indices, and abdominal obesity.",,,12138107,19913841,,
Cardiovascular,PTH,Diet,,,,1. The Prudent diet was associated with favorable effects on glucose metabolism (lower insulin and HOMA-IR) and bone metabolism (lower CTX in  women; higher 25OHD and lower parathyroid hormone in men).,,,,27001278,,,
Cardiovascular,PTPN1,Diet,Inflammation,Obesity,Stress,"1.  Moreover, in vivo electroporation of IL-18 into skeletal muscle activated AMPK and concomitantly inhibited high fat diet-induced weight gain.","1. Collectively, these data implicate PTP1B in the development of Inflammation and insulin resistance associated with obesity during aging and suggest that inhibition of this phosphatase by therapeutic strategies might protect against age-dependent T2DM.","1. In our study, PTPN1 variants showed moderate association with T2D and obesity.","1. Protein tyrosine phosphatase 1B  (PTP1B) expression levels as well as other genes involved in the endoplasmic reticulum (ER) stress response are increased in adipose tissue of obese, high-fat-diet-fed mice.",23670974,22221695,16677372,22615536
Cardiovascular,RARRES2,Obesity,,,,"1. We found significant differences in the plasma level of chemerin and tissue-specific features of RARRES2 gene expression in obese patients, depending on the degree of obesity and the state of carbohydrate metabolism.",,,,29251622,,,
Cardiovascular,RBP4,Diet,Inflammation,Obesity,Stress,"1.  Whereas no gross morphological differences were observed in liver, an HFD provoked distinct changes in the adipose tissue morphology of MBL(-/-) mice.  In parallel with increased adipocyte size, MBL(-/-) mice displayed an increased influx of macrophages into adipose tissue.","1.  Urinary RBP4 concentrations were elevated in patients with dysregulation of glucose metabolism and were related to various cardiometabolic risk factors including insulin resistance, Inflammation, and microalbuminuria.",1. We found that obese Scottish subjects had significantly higher serum RBP4 protein levels in comparison to the normal/overweight subjects (P < 0.01).,1.  Plasma RBP4 levels are associated with an adverse profile of oxidative stress and inflammatory markers and an increased risk of MetS in this Chinese population.,25008177,24994759,22615536,24559154
Cardiovascular,REN,Obesity,,,,"1. The results showed that these effects may play an important role in the regulating of adipokines secretion such as resistin and insulin secretion which are involved in the control of diabetes and obesity.2. Leptin, adiponectin and resistin represent a group of hormones associated with the development of cardiovascular diseases, obesity, type 2 diabetes mellitus and insulin resistance and are modified in obese-overweight people comparing to normal weight people.3. Roles of leptin, adiponectin and resistin in the transcriptional regulation of steroidogenic genes contributing to decreased Leydig cells function in obesity. The increase in obesity rate is a major public health issue associated with increased pathological conditions such as type 2 diabetes or cardiovascular diseases.",,,,"27262814 , 26745681 , 26587746",,,
Cardiovascular,RETN,Inflammation,,,,"1. IR associated with MS, NAFLD, and type 2 diabetes mellitus lead to the release of multiple pro-inflammatory cytokines, including tumor necrosis factor alpha, interleukin-6, leptin and resistin, as well as decreased amounts of adiponectin.2. T2D groups showed increase in plasma insulin and adiponectin, but decreased leptin, resistin and inflammatory markers compared to the respective non-obese and non-diabetic control.",,,,"26464753 , 27296168",,,
Cardiovascular,RETN,Obesity,,,,"1. Articles analyzing the effects of exercise on serum resistin levels were therefore analyzed. Articles were selected and analyzed based on a minimum aerobic and/or resistance training program of 2 sessions per week for 12 weeks. Plasma resistin levels decreased following either endurance aerobic exercise and/or resistance training plans in individuals with obesity and/or insulin resistance, although this was not related to BMI change.  Exercise intervention programs generally showed potentially beneficial changes in plasma resistin concentrations. It is possible these effects are mediated through exercise-induced decreases in inflammation via anti-inflammatory cytokine release rather than alterations in glucose metabolism and reductions in BMI per se",,,,29498254,,,
Cardiovascular,S100A12,Inflammation,,,,"1.  Therefore, circulating S100A12 protein may be involved in chronic Inflammation in the atherosclerotic lesion.",,,,15531492,,,
Cardiovascular,SHBG,Obesity,,,,"1. Interest in SHBG has escalated in recent years because of its inverse association with obesity and insulin resistance, and because many studies have linked lower circulating levels of SHBG to metabolic syndrome, type 2 diabetes, nonalcoholic fatty liver disease, polycystic ovary syndrome, and early puberty.",,,,26761949,,,
Cardiovascular,SLC2A1,Inflammation,,,,1.  The anti-inflammatory action of CSE is due to a direct modulation of cytokine expression.,,,,26877773,,,
Cardiovascular,SLC5A2,Obesity,Inflammation,,,"1. SGLT2 inhibitors are expected to be effective in patients with insulin resistance and obesity, but it is important to select treatment according to patient background  factors that minimizes the risk of adverse events.","1. SGLT2 inhibitor empagliflozin increases fat utilization and browning in white adipose tissue and attenuates obesity-induced inflammation and insulin resistance by activating M2 macrophages. 2. Sodium-glucose co-transporter-2 (SGLT2) inhibitors reduce the risk of serious heart failure events in patients with type 2 diabetes, but little is known about mechanisms that might mediate this benefit.SGLT2 inhibitors exert natriuretic actions at multiple renal tubular sites in a manner that can oppose the sodium retention produced by leptin.SGLT2 inhibitors reduce the accumulation and inflammation of perivisceral adipose tissue, thus minimizing the secretion of leptin and its paracrine actions on the heart and kidneys to promote fibrosis. Ongoing clinical trials with SGLT2 inhibitors in heart failure are positioned to confirm or refute the hypothesis that these drugs may favourably influence the course of obesity-related HFpEF by their ability to attenuate the secretion and actions of leptin",,,27081422,"29376471, 29359851, 30073768",,
Cardiovascular,SOD3,Stress,,,,"1. Increased oxidative stress is implicated in the pathogenesis of experimental diabetic neuropathy, but translational evidence in recent-onset diabetes is scarce.Several biomarkers of oxidative stress are altered in recent-onset diabetes, with only a lower SOD3 concentration being linked to the presence of diabetic sensorimotor polyneuropathy (DSPN), suggesting a role for reduced extracellular antioxidative defense against superoxide in the early development of DSPN.",,,,29147011,,,
Cardiovascular,SPP1,Inflammation,,,,"1. GIP receptor (GIPR) and OPN mRNA levels are higher in carotid endarterectomies from patients with symptoms (stroke, transient ischemic attacks, amaurosis fugax) than in asymptomatic patients, and expression associates with parameters that are characteristic of unstable and inflammatory plaques (increased lipid accumulation, macrophage infiltration, and reduced smooth muscle cell content).",,,,26395740,,,
Cardiovascular,ST2,Inflammation,,,,1.The soluble form of suppression of tumorigenicity 2 (sST2) acting as a decoy receptor blocks IL-33 and tones down Th2 inflammatory response.,,,,30259114,,,
Cardiovascular,TCF7L2,Inflammation,Diet,Obesity,,"1. The p65 inhibitor could abolish macrophage TCF-4 transgene-aggravated systemic Inflammation, glucose intolerance and insulin resistance in HFD-treated mice.","1. In summary, we identified TCF-4 as a co-activator of p65 in the potentiation of proinflammatory cytokine production in macrophages and aggravation of HFD-induced chronic Inflammation and insulin resistance in mice.",1.  TCF7L2 rs12255372 polymorphism protects Mexican children from obesity.,,27129186,27129186,22136959,
Cardiovascular,TNFRSF11B,Diet,Inflammation,Obesity,Stress,"1.  In addition, circulating and tissue OPG was significantly increased in high-fat diet (HFD) fed C57BL6 mice, which is one of the animal models for the study of MetS.",1. These data suggest that OPG may trigger adipose tissue  proinflammatory changes in MetS/HFD-induced obesity.,1. OPG was statistically higher in 18 obese diabetic subjects compared with non-diabetics (P=0.03).,"1.  Elevated OPG levels are associated with surrogate markers of Inflammation, endothelial dysfunction, oxidative stress and CVD in CKD patients.  Moreover, Inflammation and OPG levels seem to have additive effects on survival.",24998520,24998520,18299469,19967657
Cardiovascular,TRIB3,Inflammation,,,,"1. TRB3 is upregulated in macrophages upon treatment with ox-LDL; (2) TRB3 promotes lipid accumulation and suppresses cytokine expression; and (3)  Inflammation and foam cell formation can be reciprocally regulated, and TRB3 orients the macrophage to assume a more primary role for lipid accumulation while maintaining a secondary role as an inflammatory immune cell.  PMCID: PMC4840829 [Available on 2017-02-01]",,,,26584255,,,
Cardiovascular,TRIM72,Diet,,,,"1.First, high glucose or high insulin induces MG53 secretion from isolated rodent hearts and skeletal muscle. Second, hyperglycemia is accompanied by increased circulating MG53 in humans and rodents with diabetes mellitus. Mechanistically, MG53 binds to the extracellular domain of the insulin receptor and acts as an allosteric blocker.",,,,30586741,,,
Cardiovascular,VWF,Inflammation,,,,"1. Moreover, it has been observed that  several endothelial, inflammatory and pro-coagulant biomarkers, such as VWF, IL-6, TNF-alpha, D-dimer and PAI-1, are increased in diabetic patients who have microvascular and macrovascular complications, including nephropathy or cardiovascular disease.",,,,26781070,,,
Cardiovascular,XRCC1,Obesity,,,,"1. Today, there is convincing evidence of an association between obesity and the risk of RCC.",,,,26330483,,,
